Case,fc_(Mpa),fy_(Mpa),q_(kN/m),P_(kN),Fire curve,t_delay_(min)
98,37.154224,483.81244,45.283337,415.46855,98,0
99,27.101606,495.08367,70.5677,537.50685,99,0
100,30.573117,566.01807,76.916861,458.00836,100,0
101,25.794125,489.80385,58.275971,545.68288,1,30
102,30.091162,499.63638,52.310263,495.61902,2,30
103,28.722315,479.58833,69.677228,488.66372,3,30
104,28.3904284,513.136552,77.855851,495.58921,4,30
105,32.784779,503.93229,71.995449,527.40391,5,30
106,39.947655,471.1748,53.337737,462.71238,6,30
107,31.200137,456.65031,56.085002,467.97389,7,30
108,29.222699,485.39261,49.666133,528.39052,8,30
109,26.882866,494.632333,71.15452,525.23552,9,30
110,29.1864102,483.705289,73.586225,415.23692,10,30
111,32.26669,474.27424,70.20708,522.29908,11,30
112,27.144226,459.54326,72.747883,545.42679,12,30
113,35.152085,475.62704,51.453821,424.45593,13,30
114,30.429976,491.38851,74.532411,478.87167,14,30
115,32.977033,512.06373,60.890584,542.09453,15,30
116,31.281434,572.87169,72.302515,430.25046,16,30
117,29.1972176,505.0971998,72.13235,480.215898,17,30
118,30.892908,492.37001,63.368745,517.49124,18,30
119,31.393005,540.91752,64.447898,539.72168,19,30
120,36.074997,552.42975,66.141964,505.37408,20,30
121,31.687447,444.72797,58.803831,411.95126,21,30
122,25.220967,477.65433,73.913335,408.83968,22,30
123,33.121993,500.91656,46.97033,477.51649,23,30
124,28.912579,494.31945,47.794953,434.04448,24,30
125,30.161613,453.40473,64.475886,404.39015,25,30
126,29.821228,561.82877,57.482676,516.12533,26,30
127,31.183421,539.3648,46.136327,437.44285,27,30
128,26.527319,467.43332,66.873958,523.30361,28,30
129,28.377059,470.31489,76.146496,497.71581,29,30
130,29.9269,448.82103,48.531087,535.13156,30,30
131,26.361987,624.45467,63.12545,450.235669,31,30
132,33.49542,543.24403,58.956003,492.11886,32,30
133,34.681141,502.22395,68.178126,402.6791,33,30
134,32.394358,465.55323,65.675137,502.59045,34,30
135,29.437293,486.9583,77.220234,445.62371,35,30
136,26.333236,512.99913,63.126096,490.79615,36,30
137,29.052083,527.96385,46.593118,513.27133,37,30
138,29.610888,528.90037,77.34406,532.78395,38,30
139,28.838898,548.72237,62.389107,443.28492,39,30
140,30.009984,516.25554,60.819148,549.16347,40,30
141,34.264865,585.85085,60.021223,543.21905,41,30
142,27.987731,422.8325,62.726084,460.05612,42,30
143,28.965843,533.80081,52.958942,451.12409,43,30
144,26.775813,462.46647,53.728289,449.53421,44,30
145,29.349583,481.56672,68.446254,438.95376,45,30
146,31.00551,488.07932,54.060406,508.07794,46,30
147,27.653079,478.67353,67.12828,459.65297,47,30
148,25.72191,545.5234,67.664636,504.7767,48,30
149,23.74932,526.17303,61.873501,414.50472,49,30
150,30.743045,536.68553,54.298335,409.06571,50,30
151,29.711276,458.12591,57.57583,510.85398,51,30
152,33.366824,551.62689,52.689499,432.19282,52,30
153,29.545438,606.37357,63.488204,423.6475,53,30
154,28.7631,502.54704,76.607499,500.76196,54,30
155,24.960844,476.38811,65.329025,534.39939,55,30
156,32.923187,489.34664,59.814253,520.80315,56,30
157,27.377596,507.12821,50.680813,467.12291,57,30
158,32.686329,544.90774,69.926902,475.21585,58,30
159,31.598054,560.42313,50.136528,494.30124,59,30
160,28.41389,438.21563,49.02597,406.9475,60,30
161,30.326031,521.43941,73.692189,444.44096,61,30
162,31.822253,451.57336,64.876771,427.42208,62,30
163,34.108381,461.17873,45.581176,456.84424,63,30
164,29.909201,523.53548,47.555772,420.67109,64,30
165,26.856105,535.64925,52.168379,499.23042,65,30
166,27.546051,425.8927,59.244321,530.75694,66,30
167,26.003154,555.90826,72.433594,439.40836,67,30
168,30.804973,518.06466,66.55241,472.2689,68,30
169,23.446638,519.13784,45.782363,538.4058,69,30
170,32.119268,463.59673,56.478303,435.44542,70,30
171,32.007475,482.76133,75.611636,496.89165,71,30
172,31.458104,480.76068,50.95924,470.86146,72,30
173,30.680936,446.37003,69.36838,426.11279,73,30
174,28.615119,519.94392,49.522705,449.38768,74,30
175,25.510061,404.2788,61.234823,440.80355,75,30
176,29.27962,440.77015,51.868627,404.84086,76,30
177,24.7334573,591.9251668,70.24568,500.57124,77,30
178,27.770632,522.28464,54.927867,463.77259,78,30
179,33.6546252,507.5783199,60.256613,405.358221,79,30
180,30.533776,454.01261,77.821321,421.1718,80,30
181,34.420588,433.62254,47.134018,481.59637,81,30
182,27.511751,484.61588,55.616296,401.04605,82,30
183,28.089163,510.5765,68.058752,525.42157,83,30
184,35.708518,469.22586,48.757868,429.67585,84,30
185,26.995088,508.36977,55.338854,416.93249,85,30
186,28.498654,595.20212,65.868099,519.92329,86,30
187,33.659458,497.24245,74.738644,547.68148,87,30
188,27.2315906,461.7341489,74.256545,465.455524,88,30
189,29.683321,498.28248,73.314292,412.28421,89,30
190,28.310096,511.17537,60.303307,446.71679,90,30
191,30.250597,499.37843,70.86091,454.78101,91,30
192,26.638384,505.5875,48.04488,473.96549,92,30
193,32.573089,515.28694,56.859483,511.96372,93,30
194,29.114274,466.54215,63.856312,480.60848,94,30
195,26.134961,525.73373,75.742012,488.20654,95,30
196,31.926595,473.09256,75.285526,464.56737,96,30
197,31.033039,493.42261,69.035041,529.38008,97,30
198,37.154224,483.81244,45.283337,415.46855,98,30
199,27.101606,495.08367,70.5677,537.50685,99,30
200,30.573117,566.01807,76.916861,458.00836,100,30
201,25.794125,489.80385,58.275971,545.68288,1,60
202,30.091162,499.63638,52.310263,495.61902,2,60
203,28.722315,479.58833,69.677228,488.66372,3,60
204,28.3904284,513.136552,77.855851,495.58921,4,60
205,32.784779,503.93229,71.995449,527.40391,5,60
206,39.947655,471.1748,53.337737,462.71238,6,60
207,31.200137,456.65031,56.085002,467.97389,7,60
208,29.222699,485.39261,49.666133,528.39052,8,60
209,26.882866,494.632333,71.15452,525.23552,9,60
210,29.1864102,483.705289,73.586225,415.23692,10,60
211,32.26669,474.27424,70.20708,522.29908,11,60
212,27.144226,459.54326,72.747883,545.42679,12,60
213,35.152085,475.62704,51.453821,424.45593,13,60
214,30.429976,491.38851,74.532411,478.87167,14,60
215,32.977033,512.06373,60.890584,542.09453,15,60
216,31.281434,572.87169,72.302515,430.25046,16,60
217,29.1972176,505.0971998,72.13235,480.215898,17,60
218,30.892908,492.37001,63.368745,517.49124,18,60
219,31.393005,540.91752,64.447898,539.72168,19,60
220,36.074997,552.42975,66.141964,505.37408,20,60
221,31.687447,444.72797,58.803831,411.95126,21,60
222,25.220967,477.65433,73.913335,408.83968,22,60
223,33.121993,500.91656,46.97033,477.51649,23,60
224,28.912579,494.31945,47.794953,434.04448,24,60
225,30.161613,453.40473,64.475886,404.39015,25,60
226,29.821228,561.82877,57.482676,516.12533,26,60
227,31.183421,539.3648,46.136327,437.44285,27,60
228,26.527319,467.43332,66.873958,523.30361,28,60
229,28.377059,470.31489,76.146496,497.71581,29,60
230,29.9269,448.82103,48.531087,535.13156,30,60
231,26.361987,624.45467,63.12545,450.235669,31,60
232,33.49542,543.24403,58.956003,492.11886,32,60
233,34.681141,502.22395,68.178126,402.6791,33,60
234,32.394358,465.55323,65.675137,502.59045,34,60
235,29.437293,486.9583,77.220234,445.62371,35,60
236,26.333236,512.99913,63.126096,490.79615,36,60
237,29.052083,527.96385,46.593118,513.27133,37,60
238,29.610888,528.90037,77.34406,532.78395,38,60
239,28.838898,548.72237,62.389107,443.28492,39,60
240,30.009984,516.25554,60.819148,549.16347,40,60
241,34.264865,585.85085,60.021223,543.21905,41,60
242,27.987731,422.8325,62.726084,460.05612,42,60
243,28.965843,533.80081,52.958942,451.12409,43,60
244,26.775813,462.46647,53.728289,449.53421,44,60
245,29.349583,481.56672,68.446254,438.95376,45,60
246,31.00551,488.07932,54.060406,508.07794,46,60
247,27.653079,478.67353,67.12828,459.65297,47,60
248,25.72191,545.5234,67.664636,504.7767,48,60
249,23.74932,526.17303,61.873501,414.50472,49,60
250,30.743045,536.68553,54.298335,409.06571,50,60
251,29.711276,458.12591,57.57583,510.85398,51,60
252,33.366824,551.62689,52.689499,432.19282,52,60
253,29.545438,606.37357,63.488204,423.6475,53,60
254,28.7631,502.54704,76.607499,500.76196,54,60
255,24.960844,476.38811,65.329025,534.39939,55,60
256,32.923187,489.34664,59.814253,520.80315,56,60
257,27.377596,507.12821,50.680813,467.12291,57,60
258,32.686329,544.90774,69.926902,475.21585,58,60
259,31.598054,560.42313,50.136528,494.30124,59,60
260,28.41389,438.21563,49.02597,406.9475,60,60
261,30.326031,521.43941,73.692189,444.44096,61,60
262,31.822253,451.57336,64.876771,427.42208,62,60
263,34.108381,461.17873,45.581176,456.84424,63,60
264,29.909201,523.53548,47.555772,420.67109,64,60
265,26.856105,535.64925,52.168379,499.23042,65,60
266,27.546051,425.8927,59.244321,530.75694,66,60
267,26.003154,555.90826,72.433594,439.40836,67,60
268,30.804973,518.06466,66.55241,472.2689,68,60
269,23.446638,519.13784,45.782363,538.4058,69,60
270,32.119268,463.59673,56.478303,435.44542,70,60
271,32.007475,482.76133,75.611636,496.89165,71,60
272,31.458104,480.76068,50.95924,470.86146,72,60
273,30.680936,446.37003,69.36838,426.11279,73,60
274,28.615119,519.94392,49.522705,449.38768,74,60
275,25.510061,404.2788,61.234823,440.80355,75,60
276,29.27962,440.77015,51.868627,404.84086,76,60
277,24.7334573,591.9251668,70.24568,500.57124,77,60
278,27.770632,522.28464,54.927867,463.77259,78,60
279,33.6546252,507.5783199,60.256613,405.358221,79,60
280,30.533776,454.01261,77.821321,421.1718,80,60
281,34.420588,433.62254,47.134018,481.59637,81,60
282,27.511751,484.61588,55.616296,401.04605,82,60
283,28.089163,510.5765,68.058752,525.42157,83,60
284,35.708518,469.22586,48.757868,429.67585,84,60
285,26.995088,508.36977,55.338854,416.93249,85,60
286,28.498654,595.20212,65.868099,519.92329,86,60
287,33.659458,497.24245,74.738644,547.68148,87,60
288,27.2315906,461.7341489,74.256545,465.455524,88,60
289,29.683321,498.28248,73.314292,412.28421,89,60
290,28.310096,511.17537,60.303307,446.71679,90,60
291,30.250597,499.37843,70.86091,454.78101,91,60
292,26.638384,505.5875,48.04488,473.96549,92,60
293,32.573089,515.28694,56.859483,511.96372,93,60
294,29.114274,466.54215,63.856312,480.60848,94,60
295,26.134961,525.73373,75.742012,488.20654,95,60
296,31.926595,473.09256,75.285526,464.56737,96,60
297,31.033039,493.42261,69.035041,529.38008,97,60
298,37.154224,483.81244,45.283337,415.46855,98,60
299,27.101606,495.08367,70.5677,537.50685,99,60
300,30.573117,566.01807,76.916861,458.00836,100,60
