Case,fc_(Mpa),fy_(Mpa),q_(kN/m),P_(kN),Fire curve,t_delay_(min)
2187,33.659458,497.24245,74.738644,547.68148,87,0
2188,27.2315906,461.7341489,74.256545,465.455524,88,0
2189,29.683321,498.28248,73.314292,412.28421,89,0
2190,28.310096,511.17537,60.303307,446.71679,90,0
2191,30.250597,499.37843,70.86091,454.78101,91,0
2192,26.638384,505.5875,48.04488,473.96549,92,0
2193,32.573089,515.28694,56.859483,511.96372,93,0
2194,29.114274,466.54215,63.856312,480.60848,94,0
2195,26.134961,525.73373,75.742012,488.20654,95,0
2196,31.926595,473.09256,75.285526,464.56737,96,0
2197,31.033039,493.42261,69.035041,529.38008,97,0
2198,37.154224,483.81244,45.283337,415.46855,98,0
2199,27.101606,495.08367,70.5677,537.50685,99,0
2200,30.573117,566.01807,76.916861,458.00836,100,0
2201,25.794125,489.80385,58.275971,545.68288,1,30
2202,30.091162,499.63638,52.310263,495.61902,2,30
2203,28.722315,479.58833,69.677228,488.66372,3,30
2204,28.3904284,513.136552,77.855851,495.58921,4,30
2205,32.784779,503.93229,71.995449,527.40391,5,30
2206,39.947655,471.1748,53.337737,462.71238,6,30
2207,31.200137,456.65031,56.085002,467.97389,7,30
2208,29.222699,485.39261,49.666133,528.39052,8,30
2209,26.882866,494.632333,71.15452,525.23552,9,30
2210,29.1864102,483.705289,73.586225,415.23692,10,30
2211,32.26669,474.27424,70.20708,522.29908,11,30
2212,27.144226,459.54326,72.747883,545.42679,12,30
2213,35.152085,475.62704,51.453821,424.45593,13,30
2214,30.429976,491.38851,74.532411,478.87167,14,30
2215,32.977033,512.06373,60.890584,542.09453,15,30
2216,31.281434,572.87169,72.302515,430.25046,16,30
2217,29.1972176,505.0971998,72.13235,480.215898,17,30
2218,30.892908,492.37001,63.368745,517.49124,18,30
2219,31.393005,540.91752,64.447898,539.72168,19,30
2220,36.074997,552.42975,66.141964,505.37408,20,30
2221,31.687447,444.72797,58.803831,411.95126,21,30
2222,25.220967,477.65433,73.913335,408.83968,22,30
2223,33.121993,500.91656,46.97033,477.51649,23,30
2224,28.912579,494.31945,47.794953,434.04448,24,30
2225,30.161613,453.40473,64.475886,404.39015,25,30
2226,29.821228,561.82877,57.482676,516.12533,26,30
2227,31.183421,539.3648,46.136327,437.44285,27,30
2228,26.527319,467.43332,66.873958,523.30361,28,30
2229,28.377059,470.31489,76.146496,497.71581,29,30
2230,29.9269,448.82103,48.531087,535.13156,30,30
2231,26.361987,624.45467,63.12545,450.235669,31,30
2232,33.49542,543.24403,58.956003,492.11886,32,30
2233,34.681141,502.22395,68.178126,402.6791,33,30
2234,32.394358,465.55323,65.675137,502.59045,34,30
2235,29.437293,486.9583,77.220234,445.62371,35,30
2236,26.333236,512.99913,63.126096,490.79615,36,30
2237,29.052083,527.96385,46.593118,513.27133,37,30
2238,29.610888,528.90037,77.34406,532.78395,38,30
2239,28.838898,548.72237,62.389107,443.28492,39,30
2240,30.009984,516.25554,60.819148,549.16347,40,30
2241,34.264865,585.85085,60.021223,543.21905,41,30
2242,27.987731,422.8325,62.726084,460.05612,42,30
2243,28.965843,533.80081,52.958942,451.12409,43,30
2244,26.775813,462.46647,53.728289,449.53421,44,30
2245,29.349583,481.56672,68.446254,438.95376,45,30
2246,31.00551,488.07932,54.060406,508.07794,46,30
2247,27.653079,478.67353,67.12828,459.65297,47,30
2248,25.72191,545.5234,67.664636,504.7767,48,30
2249,23.74932,526.17303,61.873501,414.50472,49,30
2250,30.743045,536.68553,54.298335,409.06571,50,30
2251,29.711276,458.12591,57.57583,510.85398,51,30
2252,33.366824,551.62689,52.689499,432.19282,52,30
2253,29.545438,606.37357,63.488204,423.6475,53,30
2254,28.7631,502.54704,76.607499,500.76196,54,30
2255,24.960844,476.38811,65.329025,534.39939,55,30
2256,32.923187,489.34664,59.814253,520.80315,56,30
2257,27.377596,507.12821,50.680813,467.12291,57,30
2258,32.686329,544.90774,69.926902,475.21585,58,30
2259,31.598054,560.42313,50.136528,494.30124,59,30
2260,28.41389,438.21563,49.02597,406.9475,60,30
2261,30.326031,521.43941,73.692189,444.44096,61,30
2262,31.822253,451.57336,64.876771,427.42208,62,30
2263,34.108381,461.17873,45.581176,456.84424,63,30
2264,29.909201,523.53548,47.555772,420.67109,64,30
2265,26.856105,535.64925,52.168379,499.23042,65,30
2266,27.546051,425.8927,59.244321,530.75694,66,30
2267,26.003154,555.90826,72.433594,439.40836,67,30
2268,30.804973,518.06466,66.55241,472.2689,68,30
2269,23.446638,519.13784,45.782363,538.4058,69,30
2270,32.119268,463.59673,56.478303,435.44542,70,30
2271,32.007475,482.76133,75.611636,496.89165,71,30
2272,31.458104,480.76068,50.95924,470.86146,72,30
2273,30.680936,446.37003,69.36838,426.11279,73,30
2274,28.615119,519.94392,49.522705,449.38768,74,30
2275,25.510061,404.2788,61.234823,440.80355,75,30
2276,29.27962,440.77015,51.868627,404.84086,76,30
2277,24.7334573,591.9251668,70.24568,500.57124,77,30
2278,27.770632,522.28464,54.927867,463.77259,78,30
2279,33.6546252,507.5783199,60.256613,405.358221,79,30
2280,30.533776,454.01261,77.821321,421.1718,80,30
2281,34.420588,433.62254,47.134018,481.59637,81,30
2282,27.511751,484.61588,55.616296,401.04605,82,30
2283,28.089163,510.5765,68.058752,525.42157,83,30
2284,35.708518,469.22586,48.757868,429.67585,84,30
2285,26.995088,508.36977,55.338854,416.93249,85,30
2286,28.498654,595.20212,65.868099,519.92329,86,30
2287,33.659458,497.24245,74.738644,547.68148,87,30
2288,27.2315906,461.7341489,74.256545,465.455524,88,30
2289,29.683321,498.28248,73.314292,412.28421,89,30
2290,28.310096,511.17537,60.303307,446.71679,90,30
2291,30.250597,499.37843,70.86091,454.78101,91,30
2292,26.638384,505.5875,48.04488,473.96549,92,30
2293,32.573089,515.28694,56.859483,511.96372,93,30
2294,29.114274,466.54215,63.856312,480.60848,94,30
2295,26.134961,525.73373,75.742012,488.20654,95,30
2296,31.926595,473.09256,75.285526,464.56737,96,30
2297,31.033039,493.42261,69.035041,529.38008,97,30
2298,37.154224,483.81244,45.283337,415.46855,98,30
2299,27.101606,495.08367,70.5677,537.50685,99,30
2300,30.573117,566.01807,76.916861,458.00836,100,30
2301,25.794125,489.80385,58.275971,545.68288,1,60
2302,30.091162,499.63638,52.310263,495.61902,2,60
2303,28.722315,479.58833,69.677228,488.66372,3,60
2304,28.3904284,513.136552,77.855851,495.58921,4,60
2305,32.784779,503.93229,71.995449,527.40391,5,60
2306,39.947655,471.1748,53.337737,462.71238,6,60
2307,31.200137,456.65031,56.085002,467.97389,7,60
2308,29.222699,485.39261,49.666133,528.39052,8,60
2309,26.882866,494.632333,71.15452,525.23552,9,60
2310,29.1864102,483.705289,73.586225,415.23692,10,60
2311,32.26669,474.27424,70.20708,522.29908,11,60
2312,27.144226,459.54326,72.747883,545.42679,12,60
2313,35.152085,475.62704,51.453821,424.45593,13,60
2314,30.429976,491.38851,74.532411,478.87167,14,60
2315,32.977033,512.06373,60.890584,542.09453,15,60
2316,31.281434,572.87169,72.302515,430.25046,16,60
2317,29.1972176,505.0971998,72.13235,480.215898,17,60
2318,30.892908,492.37001,63.368745,517.49124,18,60
2319,31.393005,540.91752,64.447898,539.72168,19,60
2320,36.074997,552.42975,66.141964,505.37408,20,60
2321,31.687447,444.72797,58.803831,411.95126,21,60
2322,25.220967,477.65433,73.913335,408.83968,22,60
2323,33.121993,500.91656,46.97033,477.51649,23,60
2324,28.912579,494.31945,47.794953,434.04448,24,60
2325,30.161613,453.40473,64.475886,404.39015,25,60
2326,29.821228,561.82877,57.482676,516.12533,26,60
2327,31.183421,539.3648,46.136327,437.44285,27,60
2328,26.527319,467.43332,66.873958,523.30361,28,60
2329,28.377059,470.31489,76.146496,497.71581,29,60
2330,29.9269,448.82103,48.531087,535.13156,30,60
2331,26.361987,624.45467,63.12545,450.235669,31,60
2332,33.49542,543.24403,58.956003,492.11886,32,60
2333,34.681141,502.22395,68.178126,402.6791,33,60
2334,32.394358,465.55323,65.675137,502.59045,34,60
2335,29.437293,486.9583,77.220234,445.62371,35,60
2336,26.333236,512.99913,63.126096,490.79615,36,60
2337,29.052083,527.96385,46.593118,513.27133,37,60
2338,29.610888,528.90037,77.34406,532.78395,38,60
2339,28.838898,548.72237,62.389107,443.28492,39,60
2340,30.009984,516.25554,60.819148,549.16347,40,60
2341,34.264865,585.85085,60.021223,543.21905,41,60
2342,27.987731,422.8325,62.726084,460.05612,42,60
2343,28.965843,533.80081,52.958942,451.12409,43,60
2344,26.775813,462.46647,53.728289,449.53421,44,60
2345,29.349583,481.56672,68.446254,438.95376,45,60
2346,31.00551,488.07932,54.060406,508.07794,46,60
2347,27.653079,478.67353,67.12828,459.65297,47,60
2348,25.72191,545.5234,67.664636,504.7767,48,60
2349,23.74932,526.17303,61.873501,414.50472,49,60
2350,30.743045,536.68553,54.298335,409.06571,50,60
2351,29.711276,458.12591,57.57583,510.85398,51,60
2352,33.366824,551.62689,52.689499,432.19282,52,60
2353,29.545438,606.37357,63.488204,423.6475,53,60
2354,28.7631,502.54704,76.607499,500.76196,54,60
2355,24.960844,476.38811,65.329025,534.39939,55,60
2356,32.923187,489.34664,59.814253,520.80315,56,60
2357,27.377596,507.12821,50.680813,467.12291,57,60
2358,32.686329,544.90774,69.926902,475.21585,58,60
2359,31.598054,560.42313,50.136528,494.30124,59,60
2360,28.41389,438.21563,49.02597,406.9475,60,60
2361,30.326031,521.43941,73.692189,444.44096,61,60
2362,31.822253,451.57336,64.876771,427.42208,62,60
2363,34.108381,461.17873,45.581176,456.84424,63,60
2364,29.909201,523.53548,47.555772,420.67109,64,60
2365,26.856105,535.64925,52.168379,499.23042,65,60
2366,27.546051,425.8927,59.244321,530.75694,66,60
2367,26.003154,555.90826,72.433594,439.40836,67,60
2368,30.804973,518.06466,66.55241,472.2689,68,60
2369,23.446638,519.13784,45.782363,538.4058,69,60
2370,32.119268,463.59673,56.478303,435.44542,70,60
2371,32.007475,482.76133,75.611636,496.89165,71,60
2372,31.458104,480.76068,50.95924,470.86146,72,60
2373,30.680936,446.37003,69.36838,426.11279,73,60
2374,28.615119,519.94392,49.522705,449.38768,74,60
2375,25.510061,404.2788,61.234823,440.80355,75,60
2376,29.27962,440.77015,51.868627,404.84086,76,60
2377,24.7334573,591.9251668,70.24568,500.57124,77,60
2378,27.770632,522.28464,54.927867,463.77259,78,60
2379,33.6546252,507.5783199,60.256613,405.358221,79,60
2380,30.533776,454.01261,77.821321,421.1718,80,60
2381,34.420588,433.62254,47.134018,481.59637,81,60
2382,27.511751,484.61588,55.616296,401.04605,82,60
2383,28.089163,510.5765,68.058752,525.42157,83,60
2384,35.708518,469.22586,48.757868,429.67585,84,60
2385,26.995088,508.36977,55.338854,416.93249,85,60
2386,28.498654,595.20212,65.868099,519.92329,86,60
2387,33.659458,497.24245,74.738644,547.68148,87,60
2388,27.2315906,461.7341489,74.256545,465.455524,88,60
2389,29.683321,498.28248,73.314292,412.28421,89,60
2390,28.310096,511.17537,60.303307,446.71679,90,60
2391,30.250597,499.37843,70.86091,454.78101,91,60
2392,26.638384,505.5875,48.04488,473.96549,92,60
2393,32.573089,515.28694,56.859483,511.96372,93,60
2394,29.114274,466.54215,63.856312,480.60848,94,60
2395,26.134961,525.73373,75.742012,488.20654,95,60
2396,31.926595,473.09256,75.285526,464.56737,96,60
2397,31.033039,493.42261,69.035041,529.38008,97,60
2398,37.154224,483.81244,45.283337,415.46855,98,60
2399,27.101606,495.08367,70.5677,537.50685,99,60
2400,30.573117,566.01807,76.916861,458.00836,100,60
