Case,fc_(Mpa),fy_(Mpa),q_(kN/m),P_(kN),Fire curve,t_delay_(min)
1301,25.794125,489.80385,58.275971,545.68288,1,30
1302,30.091162,499.63638,52.310263,495.61902,2,30
1303,28.722315,479.58833,69.677228,488.66372,3,30
1304,28.3904284,513.136552,77.855851,495.58921,4,30
1305,32.784779,503.93229,71.995449,527.40391,5,30
1306,39.947655,471.1748,53.337737,462.71238,6,30
1307,31.200137,456.65031,56.085002,467.97389,7,30
1308,29.222699,485.39261,49.666133,528.39052,8,30
1309,26.882866,494.632333,71.15452,525.23552,9,30
1310,29.1864102,483.705289,73.586225,415.23692,10,30
1311,32.26669,474.27424,70.20708,522.29908,11,30
1312,27.144226,459.54326,72.747883,545.42679,12,30
1313,35.152085,475.62704,51.453821,424.45593,13,30
1314,30.429976,491.38851,74.532411,478.87167,14,30
1315,32.977033,512.06373,60.890584,542.09453,15,30
1316,31.281434,572.87169,72.302515,430.25046,16,30
1317,29.1972176,505.0971998,72.13235,480.215898,17,30
1318,30.892908,492.37001,63.368745,517.49124,18,30
1319,31.393005,540.91752,64.447898,539.72168,19,30
1320,36.074997,552.42975,66.141964,505.37408,20,30
1321,31.687447,444.72797,58.803831,411.95126,21,30
1322,25.220967,477.65433,73.913335,408.83968,22,30
1323,33.121993,500.91656,46.97033,477.51649,23,30
1324,28.912579,494.31945,47.794953,434.04448,24,30
1325,30.161613,453.40473,64.475886,404.39015,25,30
1326,29.821228,561.82877,57.482676,516.12533,26,30
1327,31.183421,539.3648,46.136327,437.44285,27,30
1328,26.527319,467.43332,66.873958,523.30361,28,30
1329,28.377059,470.31489,76.146496,497.71581,29,30
1330,29.9269,448.82103,48.531087,535.13156,30,30
1331,26.361987,624.45467,63.12545,450.235669,31,30
1332,33.49542,543.24403,58.956003,492.11886,32,30
1333,34.681141,502.22395,68.178126,402.6791,33,30
1334,32.394358,465.55323,65.675137,502.59045,34,30
1335,29.437293,486.9583,77.220234,445.62371,35,30
1336,26.333236,512.99913,63.126096,490.79615,36,30
1337,29.052083,527.96385,46.593118,513.27133,37,30
1338,29.610888,528.90037,77.34406,532.78395,38,30
1339,28.838898,548.72237,62.389107,443.28492,39,30
1340,30.009984,516.25554,60.819148,549.16347,40,30
1341,34.264865,585.85085,60.021223,543.21905,41,30
1342,27.987731,422.8325,62.726084,460.05612,42,30
1343,28.965843,533.80081,52.958942,451.12409,43,30
1344,26.775813,462.46647,53.728289,449.53421,44,30
1345,29.349583,481.56672,68.446254,438.95376,45,30
1346,31.00551,488.07932,54.060406,508.07794,46,30
1347,27.653079,478.67353,67.12828,459.65297,47,30
1348,25.72191,545.5234,67.664636,504.7767,48,30
1349,23.74932,526.17303,61.873501,414.50472,49,30
1350,30.743045,536.68553,54.298335,409.06571,50,30
1351,29.711276,458.12591,57.57583,510.85398,51,30
1352,33.366824,551.62689,52.689499,432.19282,52,30
1353,29.545438,606.37357,63.488204,423.6475,53,30
1354,28.7631,502.54704,76.607499,500.76196,54,30
1355,24.960844,476.38811,65.329025,534.39939,55,30
1356,32.923187,489.34664,59.814253,520.80315,56,30
1357,27.377596,507.12821,50.680813,467.12291,57,30
1358,32.686329,544.90774,69.926902,475.21585,58,30
1359,31.598054,560.42313,50.136528,494.30124,59,30
1360,28.41389,438.21563,49.02597,406.9475,60,30
1361,30.326031,521.43941,73.692189,444.44096,61,30
1362,31.822253,451.57336,64.876771,427.42208,62,30
1363,34.108381,461.17873,45.581176,456.84424,63,30
1364,29.909201,523.53548,47.555772,420.67109,64,30
1365,26.856105,535.64925,52.168379,499.23042,65,30
1366,27.546051,425.8927,59.244321,530.75694,66,30
1367,26.003154,555.90826,72.433594,439.40836,67,30
1368,30.804973,518.06466,66.55241,472.2689,68,30
1369,23.446638,519.13784,45.782363,538.4058,69,30
1370,32.119268,463.59673,56.478303,435.44542,70,30
1371,32.007475,482.76133,75.611636,496.89165,71,30
1372,31.458104,480.76068,50.95924,470.86146,72,30
1373,30.680936,446.37003,69.36838,426.11279,73,30
1374,28.615119,519.94392,49.522705,449.38768,74,30
1375,25.510061,404.2788,61.234823,440.80355,75,30
1376,29.27962,440.77015,51.868627,404.84086,76,30
1377,24.7334573,591.9251668,70.24568,500.57124,77,30
1378,27.770632,522.28464,54.927867,463.77259,78,30
1379,33.6546252,507.5783199,60.256613,405.358221,79,30
1380,30.533776,454.01261,77.821321,421.1718,80,30
1381,34.420588,433.62254,47.134018,481.59637,81,30
1382,27.511751,484.61588,55.616296,401.04605,82,30
1383,28.089163,510.5765,68.058752,525.42157,83,30
1384,35.708518,469.22586,48.757868,429.67585,84,30
1385,26.995088,508.36977,55.338854,416.93249,85,30
1386,28.498654,595.20212,65.868099,519.92329,86,30
1387,33.659458,497.24245,74.738644,547.68148,87,30
1388,27.2315906,461.7341489,74.256545,465.455524,88,30
1389,29.683321,498.28248,73.314292,412.28421,89,30
1390,28.310096,511.17537,60.303307,446.71679,90,30
1391,30.250597,499.37843,70.86091,454.78101,91,30
1392,26.638384,505.5875,48.04488,473.96549,92,30
1393,32.573089,515.28694,56.859483,511.96372,93,30
1394,29.114274,466.54215,63.856312,480.60848,94,30
1395,26.134961,525.73373,75.742012,488.20654,95,30
1396,31.926595,473.09256,75.285526,464.56737,96,30
1397,31.033039,493.42261,69.035041,529.38008,97,30
1398,37.154224,483.81244,45.283337,415.46855,98,30
1399,27.101606,495.08367,70.5677,537.50685,99,30
1400,30.573117,566.01807,76.916861,458.00836,100,30
1401,25.794125,489.80385,58.275971,545.68288,1,60
1402,30.091162,499.63638,52.310263,495.61902,2,60
1403,28.722315,479.58833,69.677228,488.66372,3,60
1404,28.3904284,513.136552,77.855851,495.58921,4,60
1405,32.784779,503.93229,71.995449,527.40391,5,60
1406,39.947655,471.1748,53.337737,462.71238,6,60
1407,31.200137,456.65031,56.085002,467.97389,7,60
1408,29.222699,485.39261,49.666133,528.39052,8,60
1409,26.882866,494.632333,71.15452,525.23552,9,60
1410,29.1864102,483.705289,73.586225,415.23692,10,60
1411,32.26669,474.27424,70.20708,522.29908,11,60
1412,27.144226,459.54326,72.747883,545.42679,12,60
1413,35.152085,475.62704,51.453821,424.45593,13,60
1414,30.429976,491.38851,74.532411,478.87167,14,60
1415,32.977033,512.06373,60.890584,542.09453,15,60
1416,31.281434,572.87169,72.302515,430.25046,16,60
1417,29.1972176,505.0971998,72.13235,480.215898,17,60
1418,30.892908,492.37001,63.368745,517.49124,18,60
1419,31.393005,540.91752,64.447898,539.72168,19,60
1420,36.074997,552.42975,66.141964,505.37408,20,60
1421,31.687447,444.72797,58.803831,411.95126,21,60
1422,25.220967,477.65433,73.913335,408.83968,22,60
1423,33.121993,500.91656,46.97033,477.51649,23,60
1424,28.912579,494.31945,47.794953,434.04448,24,60
1425,30.161613,453.40473,64.475886,404.39015,25,60
1426,29.821228,561.82877,57.482676,516.12533,26,60
1427,31.183421,539.3648,46.136327,437.44285,27,60
1428,26.527319,467.43332,66.873958,523.30361,28,60
1429,28.377059,470.31489,76.146496,497.71581,29,60
1430,29.9269,448.82103,48.531087,535.13156,30,60
1431,26.361987,624.45467,63.12545,450.235669,31,60
1432,33.49542,543.24403,58.956003,492.11886,32,60
1433,34.681141,502.22395,68.178126,402.6791,33,60
1434,32.394358,465.55323,65.675137,502.59045,34,60
1435,29.437293,486.9583,77.220234,445.62371,35,60
1436,26.333236,512.99913,63.126096,490.79615,36,60
1437,29.052083,527.96385,46.593118,513.27133,37,60
1438,29.610888,528.90037,77.34406,532.78395,38,60
1439,28.838898,548.72237,62.389107,443.28492,39,60
1440,30.009984,516.25554,60.819148,549.16347,40,60
1441,34.264865,585.85085,60.021223,543.21905,41,60
1442,27.987731,422.8325,62.726084,460.05612,42,60
1443,28.965843,533.80081,52.958942,451.12409,43,60
1444,26.775813,462.46647,53.728289,449.53421,44,60
1445,29.349583,481.56672,68.446254,438.95376,45,60
1446,31.00551,488.07932,54.060406,508.07794,46,60
1447,27.653079,478.67353,67.12828,459.65297,47,60
1448,25.72191,545.5234,67.664636,504.7767,48,60
1449,23.74932,526.17303,61.873501,414.50472,49,60
1450,30.743045,536.68553,54.298335,409.06571,50,60
1451,29.711276,458.12591,57.57583,510.85398,51,60
1452,33.366824,551.62689,52.689499,432.19282,52,60
1453,29.545438,606.37357,63.488204,423.6475,53,60
1454,28.7631,502.54704,76.607499,500.76196,54,60
1455,24.960844,476.38811,65.329025,534.39939,55,60
1456,32.923187,489.34664,59.814253,520.80315,56,60
1457,27.377596,507.12821,50.680813,467.12291,57,60
1458,32.686329,544.90774,69.926902,475.21585,58,60
1459,31.598054,560.42313,50.136528,494.30124,59,60
1460,28.41389,438.21563,49.02597,406.9475,60,60
1461,30.326031,521.43941,73.692189,444.44096,61,60
1462,31.822253,451.57336,64.876771,427.42208,62,60
1463,34.108381,461.17873,45.581176,456.84424,63,60
1464,29.909201,523.53548,47.555772,420.67109,64,60
1465,26.856105,535.64925,52.168379,499.23042,65,60
1466,27.546051,425.8927,59.244321,530.75694,66,60
1467,26.003154,555.90826,72.433594,439.40836,67,60
1468,30.804973,518.06466,66.55241,472.2689,68,60
1469,23.446638,519.13784,45.782363,538.4058,69,60
1470,32.119268,463.59673,56.478303,435.44542,70,60
1471,32.007475,482.76133,75.611636,496.89165,71,60
1472,31.458104,480.76068,50.95924,470.86146,72,60
1473,30.680936,446.37003,69.36838,426.11279,73,60
1474,28.615119,519.94392,49.522705,449.38768,74,60
1475,25.510061,404.2788,61.234823,440.80355,75,60
1476,29.27962,440.77015,51.868627,404.84086,76,60
1477,24.7334573,591.9251668,70.24568,500.57124,77,60
1478,27.770632,522.28464,54.927867,463.77259,78,60
1479,33.6546252,507.5783199,60.256613,405.358221,79,60
1480,30.533776,454.01261,77.821321,421.1718,80,60
1481,34.420588,433.62254,47.134018,481.59637,81,60
1482,27.511751,484.61588,55.616296,401.04605,82,60
1483,28.089163,510.5765,68.058752,525.42157,83,60
1484,35.708518,469.22586,48.757868,429.67585,84,60
1485,26.995088,508.36977,55.338854,416.93249,85,60
1486,28.498654,595.20212,65.868099,519.92329,86,60
1487,33.659458,497.24245,74.738644,547.68148,87,60
1488,27.2315906,461.7341489,74.256545,465.455524,88,60
1489,29.683321,498.28248,73.314292,412.28421,89,60
1490,28.310096,511.17537,60.303307,446.71679,90,60
1491,30.250597,499.37843,70.86091,454.78101,91,60
1492,26.638384,505.5875,48.04488,473.96549,92,60
1493,32.573089,515.28694,56.859483,511.96372,93,60
1494,29.114274,466.54215,63.856312,480.60848,94,60
1495,26.134961,525.73373,75.742012,488.20654,95,60
1496,31.926595,473.09256,75.285526,464.56737,96,60
1497,31.033039,493.42261,69.035041,529.38008,97,60
1498,37.154224,483.81244,45.283337,415.46855,98,60
1499,27.101606,495.08367,70.5677,537.50685,99,60
1500,30.573117,566.01807,76.916861,458.00836,100,60
