Case,fc_(Mpa),fy_(Mpa),q_(kN/m),P_(kN),Fire curve,t_delay_(min)
369,23.446638,519.13784,45.782363,538.4058,69,0
370,32.119268,463.59673,56.478303,435.44542,70,0
371,32.007475,482.76133,75.611636,496.89165,71,0
372,31.458104,480.76068,50.95924,470.86146,72,0
373,30.680936,446.37003,69.36838,426.11279,73,0
374,28.615119,519.94392,49.522705,449.38768,74,0
375,25.510061,404.2788,61.234823,440.80355,75,0
376,29.27962,440.77015,51.868627,404.84086,76,0
377,24.7334573,591.9251668,70.24568,500.57124,77,0
378,27.770632,522.28464,54.927867,463.77259,78,0
379,33.6546252,507.5783199,60.256613,405.358221,79,0
380,30.533776,454.01261,77.821321,421.1718,80,0
381,34.420588,433.62254,47.134018,481.59637,81,0
382,27.511751,484.61588,55.616296,401.04605,82,0
383,28.089163,510.5765,68.058752,525.42157,83,0
384,35.708518,469.22586,48.757868,429.67585,84,0
385,26.995088,508.36977,55.338854,416.93249,85,0
386,28.498654,595.20212,65.868099,519.92329,86,0
387,33.659458,497.24245,74.738644,547.68148,87,0
388,27.2315906,461.7341489,74.256545,465.455524,88,0
389,29.683321,498.28248,73.314292,412.28421,89,0
390,28.310096,511.17537,60.303307,446.71679,90,0
391,30.250597,499.37843,70.86091,454.78101,91,0
392,26.638384,505.5875,48.04488,473.96549,92,0
393,32.573089,515.28694,56.859483,511.96372,93,0
394,29.114274,466.54215,63.856312,480.60848,94,0
395,26.134961,525.73373,75.742012,488.20654,95,0
396,31.926595,473.09256,75.285526,464.56737,96,0
397,31.033039,493.42261,69.035041,529.38008,97,0
398,37.154224,483.81244,45.283337,415.46855,98,0
399,27.101606,495.08367,70.5677,537.50685,99,0
400,30.573117,566.01807,76.916861,458.00836,100,0
401,25.794125,489.80385,58.275971,545.68288,1,30
402,30.091162,499.63638,52.310263,495.61902,2,30
403,28.722315,479.58833,69.677228,488.66372,3,30
404,28.3904284,513.136552,77.855851,495.58921,4,30
405,32.784779,503.93229,71.995449,527.40391,5,30
406,39.947655,471.1748,53.337737,462.71238,6,30
407,31.200137,456.65031,56.085002,467.97389,7,30
408,29.222699,485.39261,49.666133,528.39052,8,30
409,26.882866,494.632333,71.15452,525.23552,9,30
410,29.1864102,483.705289,73.586225,415.23692,10,30
411,32.26669,474.27424,70.20708,522.29908,11,30
412,27.144226,459.54326,72.747883,545.42679,12,30
413,35.152085,475.62704,51.453821,424.45593,13,30
414,30.429976,491.38851,74.532411,478.87167,14,30
415,32.977033,512.06373,60.890584,542.09453,15,30
416,31.281434,572.87169,72.302515,430.25046,16,30
417,29.1972176,505.0971998,72.13235,480.215898,17,30
418,30.892908,492.37001,63.368745,517.49124,18,30
419,31.393005,540.91752,64.447898,539.72168,19,30
420,36.074997,552.42975,66.141964,505.37408,20,30
421,31.687447,444.72797,58.803831,411.95126,21,30
422,25.220967,477.65433,73.913335,408.83968,22,30
423,33.121993,500.91656,46.97033,477.51649,23,30
424,28.912579,494.31945,47.794953,434.04448,24,30
425,30.161613,453.40473,64.475886,404.39015,25,30
426,29.821228,561.82877,57.482676,516.12533,26,30
427,31.183421,539.3648,46.136327,437.44285,27,30
428,26.527319,467.43332,66.873958,523.30361,28,30
429,28.377059,470.31489,76.146496,497.71581,29,30
430,29.9269,448.82103,48.531087,535.13156,30,30
431,26.361987,624.45467,63.12545,450.235669,31,30
432,33.49542,543.24403,58.956003,492.11886,32,30
433,34.681141,502.22395,68.178126,402.6791,33,30
434,32.394358,465.55323,65.675137,502.59045,34,30
435,29.437293,486.9583,77.220234,445.62371,35,30
436,26.333236,512.99913,63.126096,490.79615,36,30
437,29.052083,527.96385,46.593118,513.27133,37,30
438,29.610888,528.90037,77.34406,532.78395,38,30
439,28.838898,548.72237,62.389107,443.28492,39,30
440,30.009984,516.25554,60.819148,549.16347,40,30
441,34.264865,585.85085,60.021223,543.21905,41,30
442,27.987731,422.8325,62.726084,460.05612,42,30
443,28.965843,533.80081,52.958942,451.12409,43,30
444,26.775813,462.46647,53.728289,449.53421,44,30
445,29.349583,481.56672,68.446254,438.95376,45,30
446,31.00551,488.07932,54.060406,508.07794,46,30
447,27.653079,478.67353,67.12828,459.65297,47,30
448,25.72191,545.5234,67.664636,504.7767,48,30
449,23.74932,526.17303,61.873501,414.50472,49,30
450,30.743045,536.68553,54.298335,409.06571,50,30
451,29.711276,458.12591,57.57583,510.85398,51,30
452,33.366824,551.62689,52.689499,432.19282,52,30
453,29.545438,606.37357,63.488204,423.6475,53,30
454,28.7631,502.54704,76.607499,500.76196,54,30
455,24.960844,476.38811,65.329025,534.39939,55,30
456,32.923187,489.34664,59.814253,520.80315,56,30
457,27.377596,507.12821,50.680813,467.12291,57,30
458,32.686329,544.90774,69.926902,475.21585,58,30
459,31.598054,560.42313,50.136528,494.30124,59,30
460,28.41389,438.21563,49.02597,406.9475,60,30
461,30.326031,521.43941,73.692189,444.44096,61,30
462,31.822253,451.57336,64.876771,427.42208,62,30
463,34.108381,461.17873,45.581176,456.84424,63,30
464,29.909201,523.53548,47.555772,420.67109,64,30
465,26.856105,535.64925,52.168379,499.23042,65,30
466,27.546051,425.8927,59.244321,530.75694,66,30
467,26.003154,555.90826,72.433594,439.40836,67,30
468,30.804973,518.06466,66.55241,472.2689,68,30
469,23.446638,519.13784,45.782363,538.4058,69,30
470,32.119268,463.59673,56.478303,435.44542,70,30
471,32.007475,482.76133,75.611636,496.89165,71,30
472,31.458104,480.76068,50.95924,470.86146,72,30
473,30.680936,446.37003,69.36838,426.11279,73,30
474,28.615119,519.94392,49.522705,449.38768,74,30
475,25.510061,404.2788,61.234823,440.80355,75,30
476,29.27962,440.77015,51.868627,404.84086,76,30
477,24.7334573,591.9251668,70.24568,500.57124,77,30
478,27.770632,522.28464,54.927867,463.77259,78,30
479,33.6546252,507.5783199,60.256613,405.358221,79,30
480,30.533776,454.01261,77.821321,421.1718,80,30
481,34.420588,433.62254,47.134018,481.59637,81,30
482,27.511751,484.61588,55.616296,401.04605,82,30
483,28.089163,510.5765,68.058752,525.42157,83,30
484,35.708518,469.22586,48.757868,429.67585,84,30
485,26.995088,508.36977,55.338854,416.93249,85,30
486,28.498654,595.20212,65.868099,519.92329,86,30
487,33.659458,497.24245,74.738644,547.68148,87,30
488,27.2315906,461.7341489,74.256545,465.455524,88,30
489,29.683321,498.28248,73.314292,412.28421,89,30
490,28.310096,511.17537,60.303307,446.71679,90,30
491,30.250597,499.37843,70.86091,454.78101,91,30
492,26.638384,505.5875,48.04488,473.96549,92,30
493,32.573089,515.28694,56.859483,511.96372,93,30
494,29.114274,466.54215,63.856312,480.60848,94,30
495,26.134961,525.73373,75.742012,488.20654,95,30
496,31.926595,473.09256,75.285526,464.56737,96,30
497,31.033039,493.42261,69.035041,529.38008,97,30
498,37.154224,483.81244,45.283337,415.46855,98,30
499,27.101606,495.08367,70.5677,537.50685,99,30
500,30.573117,566.01807,76.916861,458.00836,100,30
501,25.794125,489.80385,58.275971,545.68288,1,60
502,30.091162,499.63638,52.310263,495.61902,2,60
503,28.722315,479.58833,69.677228,488.66372,3,60
504,28.3904284,513.136552,77.855851,495.58921,4,60
505,32.784779,503.93229,71.995449,527.40391,5,60
506,39.947655,471.1748,53.337737,462.71238,6,60
507,31.200137,456.65031,56.085002,467.97389,7,60
508,29.222699,485.39261,49.666133,528.39052,8,60
509,26.882866,494.632333,71.15452,525.23552,9,60
510,29.1864102,483.705289,73.586225,415.23692,10,60
511,32.26669,474.27424,70.20708,522.29908,11,60
512,27.144226,459.54326,72.747883,545.42679,12,60
513,35.152085,475.62704,51.453821,424.45593,13,60
514,30.429976,491.38851,74.532411,478.87167,14,60
515,32.977033,512.06373,60.890584,542.09453,15,60
516,31.281434,572.87169,72.302515,430.25046,16,60
517,29.1972176,505.0971998,72.13235,480.215898,17,60
518,30.892908,492.37001,63.368745,517.49124,18,60
519,31.393005,540.91752,64.447898,539.72168,19,60
520,36.074997,552.42975,66.141964,505.37408,20,60
521,31.687447,444.72797,58.803831,411.95126,21,60
522,25.220967,477.65433,73.913335,408.83968,22,60
523,33.121993,500.91656,46.97033,477.51649,23,60
524,28.912579,494.31945,47.794953,434.04448,24,60
525,30.161613,453.40473,64.475886,404.39015,25,60
526,29.821228,561.82877,57.482676,516.12533,26,60
527,31.183421,539.3648,46.136327,437.44285,27,60
528,26.527319,467.43332,66.873958,523.30361,28,60
529,28.377059,470.31489,76.146496,497.71581,29,60
530,29.9269,448.82103,48.531087,535.13156,30,60
531,26.361987,624.45467,63.12545,450.235669,31,60
532,33.49542,543.24403,58.956003,492.11886,32,60
533,34.681141,502.22395,68.178126,402.6791,33,60
534,32.394358,465.55323,65.675137,502.59045,34,60
535,29.437293,486.9583,77.220234,445.62371,35,60
536,26.333236,512.99913,63.126096,490.79615,36,60
537,29.052083,527.96385,46.593118,513.27133,37,60
538,29.610888,528.90037,77.34406,532.78395,38,60
539,28.838898,548.72237,62.389107,443.28492,39,60
540,30.009984,516.25554,60.819148,549.16347,40,60
541,34.264865,585.85085,60.021223,543.21905,41,60
542,27.987731,422.8325,62.726084,460.05612,42,60
543,28.965843,533.80081,52.958942,451.12409,43,60
544,26.775813,462.46647,53.728289,449.53421,44,60
545,29.349583,481.56672,68.446254,438.95376,45,60
546,31.00551,488.07932,54.060406,508.07794,46,60
547,27.653079,478.67353,67.12828,459.65297,47,60
548,25.72191,545.5234,67.664636,504.7767,48,60
549,23.74932,526.17303,61.873501,414.50472,49,60
550,30.743045,536.68553,54.298335,409.06571,50,60
551,29.711276,458.12591,57.57583,510.85398,51,60
552,33.366824,551.62689,52.689499,432.19282,52,60
553,29.545438,606.37357,63.488204,423.6475,53,60
554,28.7631,502.54704,76.607499,500.76196,54,60
555,24.960844,476.38811,65.329025,534.39939,55,60
556,32.923187,489.34664,59.814253,520.80315,56,60
557,27.377596,507.12821,50.680813,467.12291,57,60
558,32.686329,544.90774,69.926902,475.21585,58,60
559,31.598054,560.42313,50.136528,494.30124,59,60
560,28.41389,438.21563,49.02597,406.9475,60,60
561,30.326031,521.43941,73.692189,444.44096,61,60
562,31.822253,451.57336,64.876771,427.42208,62,60
563,34.108381,461.17873,45.581176,456.84424,63,60
564,29.909201,523.53548,47.555772,420.67109,64,60
565,26.856105,535.64925,52.168379,499.23042,65,60
566,27.546051,425.8927,59.244321,530.75694,66,60
567,26.003154,555.90826,72.433594,439.40836,67,60
568,30.804973,518.06466,66.55241,472.2689,68,60
569,23.446638,519.13784,45.782363,538.4058,69,60
570,32.119268,463.59673,56.478303,435.44542,70,60
571,32.007475,482.76133,75.611636,496.89165,71,60
572,31.458104,480.76068,50.95924,470.86146,72,60
573,30.680936,446.37003,69.36838,426.11279,73,60
574,28.615119,519.94392,49.522705,449.38768,74,60
575,25.510061,404.2788,61.234823,440.80355,75,60
576,29.27962,440.77015,51.868627,404.84086,76,60
577,24.7334573,591.9251668,70.24568,500.57124,77,60
578,27.770632,522.28464,54.927867,463.77259,78,60
579,33.6546252,507.5783199,60.256613,405.358221,79,60
580,30.533776,454.01261,77.821321,421.1718,80,60
581,34.420588,433.62254,47.134018,481.59637,81,60
582,27.511751,484.61588,55.616296,401.04605,82,60
583,28.089163,510.5765,68.058752,525.42157,83,60
584,35.708518,469.22586,48.757868,429.67585,84,60
585,26.995088,508.36977,55.338854,416.93249,85,60
586,28.498654,595.20212,65.868099,519.92329,86,60
587,33.659458,497.24245,74.738644,547.68148,87,60
588,27.2315906,461.7341489,74.256545,465.455524,88,60
589,29.683321,498.28248,73.314292,412.28421,89,60
590,28.310096,511.17537,60.303307,446.71679,90,60
591,30.250597,499.37843,70.86091,454.78101,91,60
592,26.638384,505.5875,48.04488,473.96549,92,60
593,32.573089,515.28694,56.859483,511.96372,93,60
594,29.114274,466.54215,63.856312,480.60848,94,60
595,26.134961,525.73373,75.742012,488.20654,95,60
596,31.926595,473.09256,75.285526,464.56737,96,60
597,31.033039,493.42261,69.035041,529.38008,97,60
598,37.154224,483.81244,45.283337,415.46855,98,60
599,27.101606,495.08367,70.5677,537.50685,99,60
600,30.573117,566.01807,76.916861,458.00836,100,60
