Case,fc_(Mpa),fy_(Mpa),q_(kN/m),P_(kN),Fire curve,t_delay_(min)
842,27.987731,422.8325,62.726084,460.05612,42,60
843,28.965843,533.80081,52.958942,451.12409,43,60
844,26.775813,462.46647,53.728289,449.53421,44,60
845,29.349583,481.56672,68.446254,438.95376,45,60
846,31.00551,488.07932,54.060406,508.07794,46,60
847,27.653079,478.67353,67.12828,459.65297,47,60
848,25.72191,545.5234,67.664636,504.7767,48,60
849,23.74932,526.17303,61.873501,414.50472,49,60
850,30.743045,536.68553,54.298335,409.06571,50,60
851,29.711276,458.12591,57.57583,510.85398,51,60
852,33.366824,551.62689,52.689499,432.19282,52,60
853,29.545438,606.37357,63.488204,423.6475,53,60
854,28.7631,502.54704,76.607499,500.76196,54,60
855,24.960844,476.38811,65.329025,534.39939,55,60
856,32.923187,489.34664,59.814253,520.80315,56,60
857,27.377596,507.12821,50.680813,467.12291,57,60
858,32.686329,544.90774,69.926902,475.21585,58,60
859,31.598054,560.42313,50.136528,494.30124,59,60
860,28.41389,438.21563,49.02597,406.9475,60,60
861,30.326031,521.43941,73.692189,444.44096,61,60
862,31.822253,451.57336,64.876771,427.42208,62,60
863,34.108381,461.17873,45.581176,456.84424,63,60
864,29.909201,523.53548,47.555772,420.67109,64,60
865,26.856105,535.64925,52.168379,499.23042,65,60
866,27.546051,425.8927,59.244321,530.75694,66,60
867,26.003154,555.90826,72.433594,439.40836,67,60
868,30.804973,518.06466,66.55241,472.2689,68,60
869,23.446638,519.13784,45.782363,538.4058,69,60
870,32.119268,463.59673,56.478303,435.44542,70,60
871,32.007475,482.76133,75.611636,496.89165,71,60
872,31.458104,480.76068,50.95924,470.86146,72,60
873,30.680936,446.37003,69.36838,426.11279,73,60
874,28.615119,519.94392,49.522705,449.38768,74,60
875,25.510061,404.2788,61.234823,440.80355,75,60
876,29.27962,440.77015,51.868627,404.84086,76,60
877,24.7334573,591.9251668,70.24568,500.57124,77,60
878,27.770632,522.28464,54.927867,463.77259,78,60
879,33.6546252,507.5783199,60.256613,405.358221,79,60
880,30.533776,454.01261,77.821321,421.1718,80,60
881,34.420588,433.62254,47.134018,481.59637,81,60
882,27.511751,484.61588,55.616296,401.04605,82,60
883,28.089163,510.5765,68.058752,525.42157,83,60
884,35.708518,469.22586,48.757868,429.67585,84,60
885,26.995088,508.36977,55.338854,416.93249,85,60
886,28.498654,595.20212,65.868099,519.92329,86,60
887,33.659458,497.24245,74.738644,547.68148,87,60
888,27.2315906,461.7341489,74.256545,465.455524,88,60
889,29.683321,498.28248,73.314292,412.28421,89,60
890,28.310096,511.17537,60.303307,446.71679,90,60
891,30.250597,499.37843,70.86091,454.78101,91,60
892,26.638384,505.5875,48.04488,473.96549,92,60
893,32.573089,515.28694,56.859483,511.96372,93,60
894,29.114274,466.54215,63.856312,480.60848,94,60
895,26.134961,525.73373,75.742012,488.20654,95,60
896,31.926595,473.09256,75.285526,464.56737,96,60
897,31.033039,493.42261,69.035041,529.38008,97,60
898,37.154224,483.81244,45.283337,415.46855,98,60
899,27.101606,495.08367,70.5677,537.50685,99,60
900,30.573117,566.01807,76.916861,458.00836,100,60
